Gene,Non-unique Gene name,Annotation,L_plantarum,B_animalis,L_brevis
group_4428,,hypothetical protein,,,PHDJFC_01079
group_4427,,hypothetical protein,,,PHDJFC_00884
group_4426,,hypothetical protein,,,PHDJFC_00593
group_4425,,hypothetical protein,,IGABOM_02202,
group_4424,,hypothetical protein,JLGHJK_03400,,
group_4422,,hypothetical protein,JLGHJK_02480,,
group_4421,,hypothetical protein,JLGHJK_02478,,
group_4417,,hypothetical protein,JLGHJK_00034,,
group_4416,,DUF2187 domain-containing protein,,,PHDJFC_02434
group_4415,,Transposase,,,PHDJFC_00578
group_4414,,Helix-turn-helix transcriptional regulator,,IGABOM_00419,
group_4413,,hypothetical protein,JLGHJK_03300,,
group_4409,,hypothetical protein,JLGHJK_02582,,
group_4404,,UPF0154 protein LCA_1273,,,PHDJFC_02586
group_4403,,CSD domain-containing protein,,,PHDJFC_02495
group_4402,,hypothetical protein,,,PHDJFC_02428
group_4401,,hypothetical protein,,,PHDJFC_02016
group_4400,,hypothetical protein,,,PHDJFC_01435
group_4399,,hypothetical protein,,,PHDJFC_01082
group_4398,,Small conserved membrane protein,,,PHDJFC_00939
group_4397,,hypothetical protein,,,PHDJFC_00698
group_4396,,DUF2969 domain-containing protein,,,PHDJFC_00542
group_4395,,hypothetical protein,JLGHJK_03545,,
group_4391,,hypothetical protein,,,PHDJFC_02696
group_4390,,hypothetical protein,,,PHDJFC_02660
group_4389,,hypothetical protein,,,PHDJFC_02591
group_4388,,hypothetical protein,,,PHDJFC_02418
group_4387,yaaA,S4 domain-containing protein YaaA,,,PHDJFC_01472
group_4386,,hypothetical protein,,,PHDJFC_01406
group_4385,,hypothetical protein,,,PHDJFC_01135
ydcD,ydcD,Programmed cell death antitoxin YdcD,,,PHDJFC_00846
group_4384,,hypothetical protein,,,PHDJFC_00802
group_4383,nrdH,Glutaredoxin-like protein NrdH,,,PHDJFC_00748
copZ,copZ,Copper chaperone CopZ,,,PHDJFC_00641
group_4382,,hypothetical protein,,IGABOM_00785,
group_4380,,hypothetical protein,JLGHJK_02445,,
group_4377,,hypothetical protein,JLGHJK_00402,,
group_4375,,HTH cro/C1-type domain-containing protein,,,PHDJFC_02636
group_4374,,hypothetical protein,,,PHDJFC_01513
group_4373,,hypothetical protein,,,PHDJFC_01506
group_4372,,hypothetical protein,,,PHDJFC_00901
group_4371,,hypothetical protein,,,PHDJFC_00866
group_4370,,hypothetical protein,,,PHDJFC_00546
group_4369,,DUF910 domain-containing protein,,,PHDJFC_00321
group_4368,,hypothetical protein,,IGABOM_02678,
group_4367,,hypothetical protein,,IGABOM_02045,
group_4366,,Putative NTPase,,IGABOM_01190,
group_4365,,Rorf76 protein,,IGABOM_00529,
group_4360,,hypothetical protein,JLGHJK_01608,,
group_4358,,Transcriptional regulator,,,PHDJFC_02876
group_4357,,hypothetical protein,,,PHDJFC_02709
group_4356,,D-alanyl carrier protein,,,PHDJFC_02627
group_4355,,hypothetical protein,,,PHDJFC_02289
group_4354,,hypothetical protein,,,PHDJFC_02049
group_4353,,hypothetical protein,,,PHDJFC_01776
group_4352,,hypothetical protein,,,PHDJFC_01427
group_4351,,hypothetical protein,,,PHDJFC_01371
group_4350,,hypothetical protein,,,PHDJFC_01023
group_4349,,hypothetical protein,JLGHJK_02904,,
group_4348,,hypothetical protein,JLGHJK_02890,,
group_4347,,hypothetical protein,JLGHJK_02473,,
group_4346,,hypothetical protein,JLGHJK_01545,,
group_4342,,hypothetical protein,,,PHDJFC_02422
group_4341,,DUF1797 domain-containing protein,,,PHDJFC_02373
group_4340,,hypothetical protein,,,PHDJFC_02321
group_4339,,XRE family transcriptional regulator,,,PHDJFC_02078
group_4338,,Small conserved protein,,,PHDJFC_01758
group_4337,,hypothetical protein,,,PHDJFC_01659
group_4336,,Antitoxin,,,PHDJFC_01485
group_4335,,Small ribosomal subunit protein bS18,,,PHDJFC_01466
group_4334,,hypothetical protein,,,PHDJFC_01041
group_4333,,Veg protein,,,PHDJFC_00911
group_4332,secG,Protein-export membrane protein SecG,,,PHDJFC_00668
group_4331,,hypothetical protein,,IGABOM_02983,
group_4330,,Sodium:proton antiporter,,IGABOM_02328,
group_4329,,Prophage P1 protein 49,,IGABOM_00554,
group_4328,,hypothetical protein,,IGABOM_00514,
group_4327,,Prophage P1 protein 49,JLGHJK_02874,,
group_4322,,hypothetical protein,,,PHDJFC_02697
group_4321,,hypothetical protein,,,PHDJFC_02363
group_4320,,HTH cro/C1-type domain-containing protein,,,PHDJFC_02313
group_4319,,HTH merR-type domain-containing protein,,,PHDJFC_02174
group_4318,,hypothetical protein,,,PHDJFC_02005
group_4317,,hypothetical protein,,,PHDJFC_01927
group_4316,,Cytochrome b5 heme-binding domain-containing protein,,,PHDJFC_01920
group_4315,,hypothetical protein,,,PHDJFC_01752
group_4314,,hypothetical protein,,,PHDJFC_01134
group_4313,,hypothetical protein,,,PHDJFC_00313
group_4311,,hypothetical protein,JLGHJK_00077,,
group_4310,,Zinc-ribbon domain-containing protein,,,PHDJFC_02040
group_4309,,hypothetical protein,,,PHDJFC_00958
group_4308,,hypothetical protein,,,PHDJFC_00951
group_4307,,hypothetical protein,,,PHDJFC_00620
group_4306,,hypothetical protein,,,PHDJFC_00181
group_4305,,Prophage protein,,IGABOM_00438,
group_4304,,GlsB/YeaQ/YmgE family stress response membrane protein,JLGHJK_03426,,
group_4302,,hypothetical protein,,,PHDJFC_02400
group_4301,,YdeI/OmpD-associated family protein,,,PHDJFC_02350
group_4300,,hypothetical protein,,,PHDJFC_02119
group_4299,copG,CopG family transcriptional regulator,,,PHDJFC_01962
group_4298,,hypothetical protein,,,PHDJFC_01610
group_4297,,hypothetical protein,,,PHDJFC_01448
group_4296,,hypothetical protein,,,PHDJFC_00730
group_4295,,hypothetical protein,,,PHDJFC_00576
group_4294,,hypothetical protein,,,PHDJFC_00479
group_4293,,Exodeoxyribonuclease 7 small subunit,,,PHDJFC_00298
group_4292,,Prophage P1 protein 9 phage transcription regulator Cro/CI family,,IGABOM_00512,
group_4291,,Mobile element protein,JLGHJK_03555,,
group_4289,,Molybdopterin synthase sulfur carrier subunit,JLGHJK_01857,,
group_4283,,hypothetical protein,,,PHDJFC_02649
group_4282,,UPF0291 protein PEPE_0871,,,PHDJFC_02585
group_4281,,hypothetical protein,,,PHDJFC_02244
group_4280,,hypothetical protein,,,PHDJFC_01972
group_4279,,hypothetical protein,,,PHDJFC_01602
group_4278,,hypothetical protein,,,PHDJFC_01369
group_4277,,hypothetical protein,,,PHDJFC_01325
group_4276,,hypothetical protein,,,PHDJFC_01092
group_4275,,hypothetical protein,,,PHDJFC_00801
group_4274,,hypothetical protein,,,PHDJFC_00677
group_4273,,Acyl carrier protein,,,PHDJFC_00249
group_4272,,hypothetical protein,,IGABOM_01193,
group_4271,,hypothetical protein,JLGHJK_03542,,
group_4269,,hypothetical protein,,,PHDJFC_03027
group_4268,,hypothetical protein,,,PHDJFC_02704
group_4267,,hypothetical protein,,,PHDJFC_02419
group_4266,,Phage protein,,,PHDJFC_01807
group_4265,,GlsB/YeaQ/YmgE family stress response membrane protein,,,PHDJFC_01592
group_4264,,hypothetical protein,,,PHDJFC_01200
group_4263,,hypothetical protein,,,PHDJFC_01069
group_4262,,Large ribosomal subunit protein bL31B,,,PHDJFC_00865
group_4261,,DUF2508 domain-containing protein,,,PHDJFC_00741
group_4260,,hypothetical protein,,,PHDJFC_00377
group_4259,,Acyl carrier protein,,,PHDJFC_00268
group_4258,,hypothetical protein,,,PHDJFC_00193
group_4257,,hypothetical protein,,,PHDJFC_00182
group_4256,,hypothetical protein,,IGABOM_01732,
group_4255,,Phosphopantetheine adenylyltransferase,,IGABOM_00439,
group_4254,,hypothetical protein,,IGABOM_00427,
group_4253,,hypothetical protein,JLGHJK_03409,,
group_4251,merR,Transcriptional regulator MerR family,JLGHJK_03035,,
group_4249,,Bacteriocin immunity protein,JLGHJK_02499,,
group_4244,,Small ribosomal subunit protein bS20,,,PHDJFC_02550
group_4243,,hypothetical protein,,,PHDJFC_01182
group_4242,,hypothetical protein,,,PHDJFC_00619
tfoX,tfoX,TfoX C-terminal domain-containing protein,,IGABOM_02597,
group_4241,,Transposase,,IGABOM_00784,
group_4240,,helix-turn-helix domain-containing protein,JLGHJK_02913,,
group_4238,,hypothetical protein,JLGHJK_02494,,
group_4236,,hypothetical protein,JLGHJK_01346,,
group_4235,,GlsB/YeaQ/YmgE family stress response membrane protein,,,PHDJFC_02700
group_4234,,hypothetical protein,,,PHDJFC_02019
group_4233,,GlsB/YeaQ/YmgE family stress response membrane protein,,,PHDJFC_01835
group_4232,,DUF2187 domain-containing protein,,,PHDJFC_01767
group_4231,,hypothetical protein,,,PHDJFC_01457
group_4230,,Phage protein,,,PHDJFC_00936
group_4229,,Mor transcription activator domain-containing protein,,,PHDJFC_00190
group_4228,,hypothetical protein,,IGABOM_02059,
group_4227,,hypothetical protein,,IGABOM_01194,
group_4226,,hypothetical protein,,IGABOM_00783,
group_4225,,hypothetical protein,,IGABOM_00522,
group_4224,,hypothetical protein,,IGABOM_00445,
group_4221,,Integrase catalytic domain-containing protein,JLGHJK_00171,,
group_4219,,hypothetical protein,,,PHDJFC_02548
group_4218,,hypothetical protein,,,PHDJFC_01808
group_4217,,hypothetical protein,,,PHDJFC_01601
group_4216,,hypothetical protein,,,PHDJFC_00917
group_4215,,hypothetical protein,,,PHDJFC_00624
khpA,khpA,RNA-binding protein KhpA,,,PHDJFC_00257
group_4214,,Mor transcription activator domain-containing protein,,,PHDJFC_00192
hxlR,hxlR,HTH-type transcriptional activator HxlR,,IGABOM_02669,
group_4213,,Prophage protein,JLGHJK_02495,,
group_4211,,hypothetical protein,JLGHJK_01870,,
group_4210,,hypothetical protein,JLGHJK_01376,,
group_4208,,SpoVT-AbrB domain-containing protein,,,PHDJFC_02894
group_4207,,hypothetical protein,,,PHDJFC_02639
group_4206,,hypothetical protein,,,PHDJFC_02578
group_4205,,hypothetical protein,,,PHDJFC_02417
group_4204,,hypothetical protein,,,PHDJFC_02253
group_4203,,hypothetical protein,,,PHDJFC_02002
group_4202,,hypothetical protein,,,PHDJFC_01487
group_4201,,hypothetical protein,,,PHDJFC_01366
group_4200,,hypothetical protein,,,PHDJFC_01208
group_4199,,Metal-sensitive transcriptional regulator,,,PHDJFC_01063
group_4198,,hypothetical protein,,,PHDJFC_00954
group_4197,,hypothetical protein,,,PHDJFC_00876
group_4196,,hypothetical protein,,,PHDJFC_00236
group_4195,,hypothetical protein,,,PHDJFC_00224
group_4194,,hypothetical protein,,,PHDJFC_00163
group_4193,,hypothetical protein,,IGABOM_02063,
group_4192,,Integral membrane protein,,IGABOM_00242,
group_4191,,Holin,JLGHJK_02860,,
group_4190,,Holin,JLGHJK_02442,,
group_4189,,putative transposase for insertion-like sequence element IS1161,JLGHJK_02154,,
group_4188,,hypothetical protein,JLGHJK_01818,,
group_4187,,Phosphocarrier protein HPr,,,PHDJFC_02368
group_4186,eutN,Ethanolamine utilization protein EutN,,,PHDJFC_01877
group_4185,,hypothetical protein,,,PHDJFC_01865
group_4184,,hypothetical protein,,,PHDJFC_01770
csbD,csbD,CsbD family protein,,,PHDJFC_01593
group_4183,,hypothetical protein,,,PHDJFC_01365
group_4182,,hypothetical protein,,IGABOM_01416,
group_4181,,hypothetical protein,JLGHJK_02934,,
group_4177,,hypothetical protein,,,PHDJFC_02668
group_4176,,GIY-YIG domain-containing protein,,,PHDJFC_02593
group_4175,,hypothetical protein,,,PHDJFC_02551
group_4174,,hypothetical protein,,,PHDJFC_01975
group_4173,,hypothetical protein,,,PHDJFC_01731
group_4172,,hypothetical protein,,,PHDJFC_01641
group_4171,,hypothetical protein,,,PHDJFC_01522
group_4170,,hypothetical protein,,,PHDJFC_01450
group_4169,,Small ribosomal subunit protein uS14A,,,PHDJFC_01033
group_4168,,hypothetical protein,,,PHDJFC_00483
group_4165,,hypothetical protein,JLGHJK_02151,,
group_4162,,hypothetical protein,,,PHDJFC_02900
eutN,eutN,Ethanolamine utilization protein EutN,,,PHDJFC_02300
group_4161,,hypothetical protein,,,PHDJFC_02068
group_4160,,hypothetical protein,,,PHDJFC_01030
group_4159,,RNA-binding S4 domain-containing protein,,,PHDJFC_00835
group_4158,,UPF0297 protein EF_1202,,,PHDJFC_00486
group_4157,,hypothetical protein,,,PHDJFC_00340
group_4156,,hypothetical protein,,,PHDJFC_00204
group_4154,,DNA-binding protein,,IGABOM_00410,
group_4153,,hypothetical protein,,IGABOM_00024,
group_4145,,Integral membrane protein,,,PHDJFC_02610
group_4144,,hypothetical protein,,,PHDJFC_02563
group_4143,,hypothetical protein,,,PHDJFC_02075
group_4142,,hypothetical protein,,,PHDJFC_01963
group_4141,,Phage protein,,,PHDJFC_01077
group_4140,,hypothetical protein,,,PHDJFC_01024
group_4139,,Small ribosomal subunit protein bS16,,,PHDJFC_00258
group_4138,,hypothetical protein,,IGABOM_02667,
group_4137,,hypothetical protein,,IGABOM_01731,
group_4136,,PTS Asc IIB,,IGABOM_00585,
group_4135,,hypothetical protein,,IGABOM_00457,
group_4134,,Integral membrane protein,,IGABOM_00246,
group_4133,,hypothetical protein,,IGABOM_00031,
group_4132,,hypothetical protein,JLGHJK_03246,,
group_4130,,hypothetical protein,JLGHJK_00933,,
group_4129,,hypothetical protein,JLGHJK_00173,,
group_4128,,Major facilitator superfamily (MFS) profile domain-containing protein,,,PHDJFC_02406
group_4127,pduJ,Bacterial microcompartment shell protein PduJ,,,PHDJFC_02285
group_4126,,hypothetical protein,,,PHDJFC_02113
group_4125,,hypothetical protein,,,PHDJFC_02096
group_4124,,hypothetical protein,,,PHDJFC_01295
group_4123,,hypothetical protein,,,PHDJFC_00965
group_4122,,hypothetical protein,,,PHDJFC_00239
group_4121,,Integral membrane protein,,IGABOM_00243,
group_4120,,DUF3847 domain-containing protein,,IGABOM_00028,
group_4119,,DUF3847 domain-containing protein,JLGHJK_03547,,
group_4117,,BRCT domain-containing protein,JLGHJK_03422,,
group_4112,,DUF3847 domain-containing protein,,,PHDJFC_03031
group_4111,,Integrase catalytic domain-containing protein,,,PHDJFC_03017
group_4110,,DNA-damage-inducible protein,,,PHDJFC_02901
group_4109,,hypothetical protein,,,PHDJFC_02536
group_4108,,hypothetical protein,,,PHDJFC_02143
group_4107,,hypothetical protein,,,PHDJFC_01794
group_4106,,hypothetical protein,,IGABOM_00411,
group_4105,,DNA-damage-inducible protein,,IGABOM_00026,
group_4104,,DNA-damage-inducible protein,JLGHJK_03420,,
group_4102,,hypothetical protein,,,PHDJFC_02675
group_4101,,Cell division membrane protein,,,PHDJFC_02491
group_4100,,hypothetical protein,,,PHDJFC_01949
group_4099,,ATP-cone domain-containing protein,,,PHDJFC_01696
group_4098,,hypothetical protein,,,PHDJFC_01240
group_4097,,Co-chaperonin GroES,,,PHDJFC_00726
group_4096,,hypothetical protein,,,PHDJFC_00311
group_4095,,hypothetical protein,,IGABOM_02622,
group_4094,,Lysis protein,,IGABOM_00458,
group_4091,,Transposase IS30-like HTH domain-containing protein,JLGHJK_02076,,
group_4089,,UPF0298 protein LVIS_1401,,,PHDJFC_02540
group_4088,,hypothetical protein,,,PHDJFC_02461
group_4087,,hypothetical protein,,,PHDJFC_02247
group_4086,,hypothetical protein,,,PHDJFC_01635
group_4085,,DUF3784 domain-containing protein,,,PHDJFC_00533
group_4084,,Prophage Lp1 protein 21,,IGABOM_00525,
group_4083,,DNA-binding protein,,IGABOM_00519,
group_4082,,P27 family phage terminase small subunit,,IGABOM_00440,
group_4076,,hypothetical protein,,,PHDJFC_02515
group_4075,,hypothetical protein,,,PHDJFC_02314
pduJ,pduJ,Bacterial microcompartment shell protein PduJ,,,PHDJFC_02297
group_4074,,hypothetical protein,,,PHDJFC_01907
group_4073,,hypothetical protein,,,PHDJFC_01754
group_4072,tnp,IS3 family IS1163 transposase ORF A,JLGHJK_03559,,
group_4069,,Plasmid maintenance system killer family protein,JLGHJK_00896,,
group_4068,,hypothetical protein,JLGHJK_00759,,
group_4067,,hypothetical protein,,,PHDJFC_02642
group_4066,,Heavy metal-binding domain-containing protein,,,PHDJFC_02411
group_4065,,hypothetical protein,,,PHDJFC_02307
group_4064,,hypothetical protein,,,PHDJFC_01823
group_4063,,hypothetical protein,,,PHDJFC_01560
group_4062,,hypothetical protein,,,PHDJFC_01101
group_4061,,Citrate lyase acyl carrier protein,,,PHDJFC_00982
group_4060,,Phage protein,,,PHDJFC_00589
group_4059,,hypothetical protein,,,PHDJFC_00259
group_4058,,hypothetical protein,,,PHDJFC_00171
group_4057,,hypothetical protein,JLGHJK_02862,,
group_4056,,hypothetical protein,JLGHJK_01759,,
higA,higA,Addiction module antidote protein HigA family,JLGHJK_00897,,
group_4054,,hypothetical protein,,,PHDJFC_02667
ylxR,ylxR,YlxR domain-containing protein,,,PHDJFC_02613
group_4053,,hypothetical protein,,,PHDJFC_02523
group_4052,,hypothetical protein,,,PHDJFC_02497
group_4051,,hypothetical protein,,,PHDJFC_01587
group_4050,,Small ribosomal subunit protein bS6,,,PHDJFC_01468
group_4049,,Extracellular protein,,,PHDJFC_01088
group_4048,,hypothetical protein,,,PHDJFC_00858
group_4047,arsR,Transcription regulator ArsR family,,,PHDJFC_00729
group_4046,,HTH arsR-type domain-containing protein,,,PHDJFC_00470
group_4045,,PTS system galactitol-specific EIIB component,,IGABOM_02995,
group_4044,,PTS EIIB type-2 domain-containing protein,,IGABOM_02989,
group_4043,,Holin,,IGABOM_02040,
group_4042,,HTH arsR-type domain-containing protein,,IGABOM_01473,
group_4041,,Holin,,IGABOM_00564,
group_4040,,hypothetical protein,JLGHJK_03396,,
group_4037,,hypothetical protein,JLGHJK_02453,,
group_4036,,hypothetical protein,JLGHJK_02441,,
group_4035,mazG,MazG nucleotide pyrophosphohydrolase domain protein,,,PHDJFC_02558
group_4034,,hypothetical protein,,,PHDJFC_02478
group_4033,,hypothetical protein,,,PHDJFC_01866
group_4032,,Putative membrane protein insertion efficiency factor,,,PHDJFC_00543
group_4031,,Large ribosomal subunit protein bL27,,,PHDJFC_00305
group_4030,,Insertion element IS150 protein InsJ-like helix-turn-helix domain-containing protein,,IGABOM_00782,
group_4029,,hypothetical protein,JLGHJK_03399,,
group_4023,,Phosphotransferase system protein,JLGHJK_00174,,
group_4022,,Ribosomal protein eL8/eL30/eS12/Gadd45 domain-containing protein,,,PHDJFC_02614
group_4021,,hypothetical protein,,,PHDJFC_01997
group_4020,,hypothetical protein,,,PHDJFC_01946
group_4019,,hypothetical protein,,,PHDJFC_01774
group_4018,,hypothetical protein,,,PHDJFC_01116
group_4017,,Lipoyl-binding domain-containing protein,,,PHDJFC_00540
group_4016,,hypothetical protein,,,PHDJFC_00215
group_4015,,PTS EIIB type-2 domain-containing protein,,IGABOM_02663,
group_4014,,hypothetical protein,JLGHJK_03382,,
group_4012,,DUF4282 domain-containing protein,JLGHJK_02474,,
group_4009,,hypothetical protein,,,PHDJFC_01500
group_4008,,hypothetical protein,,,PHDJFC_01090
group_4007,,hypothetical protein,,,PHDJFC_00786
group_4006,,hypothetical protein,,IGABOM_03112,
group_4005,,Prophage protein,,IGABOM_02105,
group_4004,,GBSi1 group II intron maturase family protein,,IGABOM_01195,
group_3999,,Phage protein,,,PHDJFC_00639
group_3998,,CRM domain-containing protein,,,PHDJFC_00358
group_3997,,Iron-sulfur cluster biosynthesis protein,,,PHDJFC_00330
group_3996,,Large ribosomal subunit protein bL21,,,PHDJFC_00307
group_3995,,Replication protein,,IGABOM_00025,
group_3994,,Replication protein,JLGHJK_03421,,
group_3991,,Prophage protein,JLGHJK_01866,,
group_3986,,hypothetical protein,,,PHDJFC_02308
group_3985,,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,,,PHDJFC_02277
group_3984,,hypothetical protein,,,PHDJFC_01911
group_3983,,hypothetical protein,,,PHDJFC_01503
group_3982,,UPF0473 protein LSL_1108,,,PHDJFC_00484
group_3981,,Competence protein ComGC,,,PHDJFC_00456
group_3979,,Prophage P2a protein 27,,IGABOM_00433,
group_3977,,DUF5405 domain-containing protein,JLGHJK_02900,,
group_3973,,hypothetical protein,,,PHDJFC_02250
